entity_reference_id,entity_type,entity_id,reference_id,supported_topics,source_locator,notes
ER-NEUR-097,disease,DIS-NEUR-097,REF-NEUR-005,cognitive,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-098,disease,DIS-NEUR-098,REF-NEUR-005,cognitive,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-099,disease,DIS-NEUR-099,REF-NEUR-005,cognitive,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-100,disease,DIS-NEUR-100,REF-NEUR-005,cognitive,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-101,disease,DIS-NEUR-101,REF-NEUR-005,cognitive,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-102,disease,DIS-NEUR-102,REF-NEUR-005,cognitive,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-103,disease,DIS-N-0067,REF-NEUR-005,neuromuscular,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-104,disease,DIS-NEUR-104,REF-NEUR-005,neuromuscular,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-105,disease,DIS-NEUR-105,REF-NEUR-005,neuromuscular,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-106,disease,DIS-NEUR-106,REF-NEUR-005,neuromuscular,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-107,disease,DIS-NEUR-107,REF-NEUR-005,neuromuscular,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-108,disease,DIS-NEUR-108,REF-NEUR-005,neuromuscular,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-109,disease,DIS-NEUR-109,REF-NEUR-005,neuromuscular,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-110,disease,DIS-NEUR-110,REF-NEUR-005,neuromuscular,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-111,disease,DIS-NEUR-111,REF-NEUR-005,neuromuscular,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-112,disease,DIS-NEUR-112,REF-NEUR-005,neuromuscular,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-113,disease,DIS-NEUR-113,REF-NEUR-005,peripheral,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-114,disease,DIS-NEUR-114,REF-NEUR-005,peripheral,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-115,disease,DIS-NEUR-115,REF-NEUR-005,peripheral,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-116,disease,DIS-NEUR-116,REF-NEUR-005,peripheral,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-117,disease,DIS-NEUR-117,REF-NEUR-005,peripheral,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-118,disease,DIS-NEUR-118,REF-NEUR-005,peripheral,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-119,disease,DIS-NEUR-119,REF-NEUR-005,peripheral,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-120,disease,DIS-NEUR-120,REF-NEUR-005,spine,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-121,disease,DIS-NEUR-121,REF-NEUR-005,spine,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-122,disease,DIS-NEUR-122,REF-NEUR-005,spine,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-123,disease,DIS-NEUR-123,REF-NEUR-005,spine,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-124,disease,DIS-NEUR-124,REF-NEUR-005,spine,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-125,disease,DIS-NEUR-125,REF-NEUR-005,spine,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-126,disease,DIS-NEUR-126,REF-NEUR-005,spine,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-127,disease,DIS-NEUR-127,REF-NEUR-005,spine,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-128,disease,DIS-NEUR-128,REF-NEUR-005,spine,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-129,disease,DIS-NEUR-129,REF-NEUR-005,tumor,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-130,disease,DIS-NEUR-130,REF-NEUR-005,tumor,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-131,disease,DIS-NEUR-131,REF-NEUR-005,tumor,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-132,disease,DIS-NEUR-132,REF-NEUR-005,tumor,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-133,disease,DIS-NEUR-133,REF-NEUR-005,tumor,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-134,disease,DIS-NEUR-134,REF-NEUR-005,tumor,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-135,disease,DIS-NEUR-135,REF-NEUR-005,tumor,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-136,disease,DIS-NEUR-136,REF-NEUR-005,tumor,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-137,disease,DIS-NEUR-137,REF-NEUR-005,pressure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-138,disease,DIS-NEUR-138,REF-NEUR-005,pressure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-139,disease,DIS-NEUR-139,REF-NEUR-005,pressure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-140,disease,DIS-NEUR-140,REF-NEUR-005,pressure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-141,disease,DIS-NEUR-141,REF-NEUR-005,pressure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-142,disease,DIS-NEUR-142,REF-NEUR-005,cranial,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-143,disease,DIS-NEUR-143,REF-NEUR-005,cranial,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-144,disease,DIS-NEUR-144,REF-NEUR-005,cranial,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-145,disease,DIS-NEUR-145,REF-NEUR-005,cranial,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-146,disease,DIS-NEUR-146,REF-NEUR-005,vertigo,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-147,disease,DIS-NEUR-147,REF-NEUR-005,vertigo,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-148,disease,DIS-NEUR-148,REF-NEUR-005,vertigo,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-149,disease,DIS-NEUR-149,REF-NEUR-005,vertigo,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-150,disease,DIS-NEUR-150,REF-NEUR-005,pediatric,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-151,disease,DIS-NEUR-151,REF-NEUR-005,pediatric,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-152,disease,DIS-NEUR-152,REF-NEUR-005,pediatric,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-153,disease,DIS-NEUR-153,REF-NEUR-005,pediatric,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-154,disease,DIS-NEUR-154,REF-NEUR-005,pediatric,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-155,disease,DIS-NEUR-155,REF-NEUR-005,toxic,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-156,disease,DIS-NEUR-156,REF-NEUR-005,toxic,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-157,disease,DIS-NEUR-157,REF-NEUR-005,toxic,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-158,disease,DIS-NEUR-158,REF-NEUR-005,toxic,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-159,disease,DIS-P-0023,REF-NEUR-005,sleep,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-160,disease,DIS-NEUR-160,REF-NEUR-005,sleep,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-161,disease,DIS-NEUR-161,REF-NEUR-005,sleep,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-162,disease,DIS-NEUR-162,REF-NEUR-005,sleep,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-REN-001,disease,DIS-REN-ACUTEKIDNEYINJURY,REF-REN-001,aki,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-002,disease,DIS-REN-PYELONEPHRITIS,REF-REN-003,uti,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-003,disease,DIS-REN-RENALCOLIC,REF-REN-001,stone,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-004,disease,DIS-REN-RENALTUBULARACIDOSIS,REF-REN-001,tubular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-005,disease,DIS-REN-PRERENALAZOTEMIA,REF-REN-001,aki,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-006,disease,DIS-REN-ISCHEMICACUTETUBULAR,REF-REN-001,aki,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-007,disease,DIS-REN-NEPHROTOXICACUTETUBU,REF-REN-001,aki,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-008,disease,DIS-REN-ACUTEINTERSTITIALNEP,REF-REN-001,aki,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-009,disease,DIS-REN-POSTRENALACUTEKIDNEY,REF-REN-001,aki,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-010,disease,DIS-REN-PIGMENTNEPHROPATHY,REF-REN-001,aki,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-011,disease,DIS-REN-RHABDOMYOLYSISASSOCI,REF-REN-001,aki,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-012,disease,DIS-REN-TUMORLYSISASSOCIATED,REF-REN-001,aki,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-013,disease,DIS-REN-CONTRASTASSOCIATEDAC,REF-REN-001,aki,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-014,disease,DIS-REN-ACUTEPHOSPHATENEPHRO,REF-REN-001,aki,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-015,disease,DIS-REN-HEPATORENALSYNDROME,REF-REN-001,aki,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-016,disease,DIS-REN-CARDIORENALSYNDROME,REF-REN-001,aki,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-017,disease,DIS-REN-RENALINFARCTION,REF-REN-001,vascular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-018,disease,DIS-REN-CHRONICKIDNEYDISEASE,REF-REN-001,ckd,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-019,disease,DIS-REN-DIABETICKIDNEYDISEAS,REF-REN-001,ckd,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-020,disease,DIS-REN-HYPERTENSIVENEPHROSC,REF-REN-001,ckd,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-021,disease,DIS-REN-AUTOSOMALDOMINANTPOL,REF-REN-001,ckd,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-022,disease,DIS-REN-ENDSTAGEKIDNEYDISEAS,REF-REN-001,ckd,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-023,disease,DIS-REN-UREMIA,REF-REN-001,ckd,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-024,disease,DIS-REN-UREMICENCEPHALOPATHY,REF-REN-001,ckd,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-025,disease,DIS-REN-UREMICPERICARDITIS,REF-REN-001,ckd,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-026,disease,DIS-REN-ANEMIAOFCKD,REF-REN-001,ckd,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-027,disease,DIS-REN-CALCIPHYLAXIS,REF-REN-001,ckd,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-028,disease,DIS-REN-NEPHRITICSYNDROME,REF-REN-002,glomerular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-029,disease,DIS-REN-POSTSTREPTOCOCCALGLO,REF-REN-002,glomerular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-030,disease,DIS-REN-IGANEPHROPATHY,REF-REN-002,glomerular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-031,disease,DIS-REN-ALPORTSYNDROME,REF-REN-002,glomerular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-032,disease,DIS-REN-IGAVASCULITIS,REF-REN-002,glomerular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-033,disease,DIS-REN-RAPIDLYPROGRESSIVEGL,REF-REN-002,glomerular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-034,disease,DIS-REN-ANTIGBMDISEASE,REF-REN-002,glomerular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-035,disease,DIS-REN-GRANULOMATOSISWITHPO,REF-REN-002,glomerular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-036,disease,DIS-REN-MICROSCOPICPOLYANGII,REF-REN-002,glomerular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-037,disease,DIS-REN-LUPUSNEPHRITIS,REF-REN-002,glomerular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-038,disease,DIS-REN-MEMBRANOPROLIFERATIV,REF-REN-002,glomerular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-039,disease,DIS-REN-NEPHROTICSYNDROME,REF-REN-002,nephrotic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-040,disease,DIS-REN-MINIMALCHANGEDISEASE,REF-REN-002,nephrotic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-041,disease,DIS-REN-FOCALSEGMENTALGLOMER,REF-REN-002,nephrotic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-042,disease,DIS-REN-MEMBRANOUSNEPHROPATH,REF-REN-002,nephrotic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-043,disease,DIS-REN-AMYLOIDOSIS,REF-REN-002,nephrotic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-044,disease,DIS-REN-FANCONISYNDROME,REF-REN-001,tubular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-045,disease,DIS-REN-RENALPAPILLARYNECROS,REF-REN-001,tubular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-046,disease,DIS-REN-PROXIMALRENALTUBULAR,REF-REN-001,tubular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-047,disease,DIS-REN-DISTALRENALTUBULARAC,REF-REN-001,tubular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-048,disease,DIS-REN-TYPE4RENALTUBULARACI,REF-REN-001,tubular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-049,disease,DIS-REN-BARTTERSYNDROME,REF-REN-001,tubular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-050,disease,DIS-REN-GITELMANSYNDROME,REF-REN-001,tubular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-051,disease,DIS-REN-LIDDLESYNDROME,REF-REN-001,tubular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-052,disease,DIS-REN-NEPHROGENICDIABETESI,REF-REN-001,water,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-053,disease,DIS-REN-LITHIUMASSOCIATEDNEP,REF-REN-001,water,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-054,disease,DIS-REN-METABOLICACIDOSIS,REF-REN-001,acidbase,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-055,disease,DIS-REN-HIGHANIONGAPMETABOLI,REF-REN-001,acidbase,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-056,disease,DIS-REN-NORMALANIONGAPMETABO,REF-REN-001,acidbase,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-057,disease,DIS-REN-METABOLICALKALOSIS,REF-REN-001,acidbase,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-058,disease,DIS-REN-LACTICACIDOSIS,REF-REN-001,acidbase,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-059,disease,DIS-REN-KETOACIDOSIS,REF-REN-001,acidbase,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-060,disease,DIS-REN-HYPONATREMIA,REF-REN-001,water,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-061,disease,DIS-REN-ACUTESYMPTOMATICHYPO,REF-REN-001,water,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-062,disease,DIS-REN-SIADH,REF-REN-001,water,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-063,disease,DIS-REN-PRIMARYPOLYDIPSIA,REF-REN-001,water,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-064,disease,DIS-REN-HYPERNATREMIA,REF-REN-001,water,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-065,disease,DIS-REN-CENTRALDIABETESINSIP,REF-REN-001,water,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-066,disease,DIS-REN-HYPERKALEMIA,REF-REN-001,electrolyte,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-067,disease,DIS-REN-HYPOKALEMIA,REF-REN-001,electrolyte,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-068,disease,DIS-REN-PSEUDOHYPERKALEMIA,REF-REN-001,electrolyte,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-069,disease,DIS-REN-HYPERCALCEMIA,REF-REN-001,electrolyte,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-070,disease,DIS-REN-HYPOCALCEMIA,REF-REN-001,electrolyte,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-071,disease,DIS-REN-HYPERPHOSPHATEMIA,REF-REN-001,electrolyte,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-072,disease,DIS-REN-HYPOMAGNESEMIA,REF-REN-001,electrolyte,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-073,disease,DIS-REN-NEPHROLITHIASIS,REF-REN-001,stone,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-074,disease,DIS-REN-CALCIUMOXALATESTONE,REF-REN-001,stone,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-075,disease,DIS-REN-URICACIDSTONE,REF-REN-001,stone,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-076,disease,DIS-REN-STRUVITESTONE,REF-REN-001,stone,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-077,disease,DIS-REN-CYSTINESTONE,REF-REN-001,stone,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-078,disease,DIS-REN-MEDULLARYSPONGEKIDNE,REF-REN-001,stone,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-079,disease,DIS-REN-NEPHROCALCINOSIS,REF-REN-001,stone,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-080,disease,DIS-REN-ACUTEURINARYRETENTIO,REF-REN-001,obstruction,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-081,disease,DIS-REN-BLADDEROUTLETOBSTRUC,REF-REN-001,obstruction,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-082,disease,DIS-REN-BENIGNPROSTATICHYPER,REF-REN-001,obstruction,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-083,disease,DIS-REN-URETERALOBSTRUCTION,REF-REN-001,obstruction,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-084,disease,DIS-REN-HYDRONEPHROSIS,REF-REN-001,obstruction,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-085,disease,DIS-REN-POSTOBSTRUCTIVEDIURE,REF-REN-001,obstruction,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-086,disease,DIS-REN-ACUTEUNCOMPLICATEDCY,REF-REN-003,uti,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-087,disease,DIS-REN-COMPLICATEDURINARYTR,REF-REN-003,uti,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-088,disease,DIS-REN-ACUTEPYELONEPHRITIS,REF-REN-003,uti,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-089,disease,DIS-REN-EMPHYSEMATOUSPYELONE,REF-REN-003,uti,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-090,disease,DIS-REN-RENALABSCESS,REF-REN-003,uti,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-091,disease,DIS-REN-ASYMPTOMATICBACTERIU,REF-REN-003,uti,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-092,disease,DIS-REN-CATHETERASSOCIATEDUR,REF-REN-003,uti,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-093,disease,DIS-REN-UTIINPREGNANCY,REF-REN-003,uti,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-094,disease,DIS-REN-PEDIATRICUTI,REF-REN-003,uti,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-095,disease,DIS-REN-VESICOURETERALREFLUX,REF-REN-003,uti,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-096,disease,DIS-REN-MICROSCOPICHEMATURIA,REF-REN-001,hematuria,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-097,disease,DIS-REN-GROSSHEMATURIA,REF-REN-001,hematuria,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-098,disease,DIS-REN-GLOMERULARHEMATURIA,REF-REN-001,hematuria,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-099,disease,DIS-REN-NONGLOMERULARHEMATUR,REF-REN-001,hematuria,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-100,disease,DIS-REN-MYOGLOBINURIA,REF-REN-001,hematuria,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-101,disease,DIS-REN-ALBUMINURIA,REF-REN-001,hematuria,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-102,disease,DIS-REN-RENALARTERYSTENOSIS,REF-REN-001,vascular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-103,disease,DIS-REN-ATHEROEMBOLICRENALDI,REF-REN-001,vascular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-104,disease,DIS-REN-FIBROMUSCULARDYSPLAS,REF-REN-001,vascular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-105,disease,DIS-REN-RENALVEINTHROMBOSIS,REF-REN-001,vascular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-106,disease,DIS-REN-HEMOLYTICUREMICSYNDR,REF-REN-001,vascular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-107,disease,DIS-REN-SCLERODERMARENALCRIS,REF-REN-001,vascular,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-108,disease,DIS-REN-POSTERIORURETHRALVAL,REF-REN-001,pediatric,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-109,disease,DIS-REN-HORSESHOEKIDNEY,REF-REN-001,pediatric,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-110,disease,DIS-REN-RENALAGENESIS,REF-REN-001,pediatric,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-111,disease,DIS-REN-POTTERSEQUENCE,REF-REN-001,pediatric,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-112,disease,DIS-REN-WILMSTUMOR,REF-REN-001,tumor,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-113,disease,DIS-REN-RENALCELLCARCINOMA,REF-REN-001,tumor,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-114,disease,DIS-REN-ANGIOMYOLIPOMA,REF-REN-001,tumor,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-115,disease,DIS-REN-KIDNEYTRANSPLANTRECI,REF-REN-001,transplant,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-116,disease,DIS-REN-HYPERACUTEREJECTION,REF-REN-001,transplant,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-117,disease,DIS-REN-ACUTECELLULARREJECTI,REF-REN-001,transplant,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-118,disease,DIS-REN-CALCINEURININHIBITOR,REF-REN-001,transplant,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-119,disease,DIS-REN-HEMODIALYSIS,REF-REN-001,dialysis,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-120,disease,DIS-REN-PERITONEALDIALYSIS,REF-REN-001,dialysis,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-121,disease,DIS-REN-DIALYSISDISEQUILIBRI,REF-REN-001,dialysis,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-REN-122,disease,DIS-REN-PERITONEALDIALYSISPE,REF-REN-001,dialysis,Relevant guideline or practice section.,Source checked; clinician review pending.
